Customer ID,Tenure,Completed tutorial,Theme,TicketCount,Continent,Country-Region,Subscription Type,Role in Org,Company Size,browser,tablet,mobile,FirstName,LastName,Email,Rating
10002828,0.0,yes,security,3,Europe,UK,Premier,publisher,5000 - 50000,True,True,False,Jessie,Travers,jessie31@adventure-works.com,High
10011358,12.0,no,services,2,Europe,UK,Premier,publisher,> 50000,True,True,False,Sydney,Butler,sydney36@adventure-works.com,High
10043298,14.0,no,usability,9,Europe,France,Premier,consumer,< 5000,True,False,True,Latoya,Becker,latoya19@adventure-works.com,Low
10044450,15.0,yes,price,6,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Sharon,Nara,sharon22@adventure-works.com,Low
10001688,27.0,yes,price,1,Europe,UK,Premier,publisher,5000 - 50000,True,True,True,Stacy,Navarro,stacy10@adventure-works.com,High
10041429,24.0,yes,price,5,Europe,Spain,Premier,consumer,5000 - 50000,True,False,True,Alberto,Gutierrez,alberto12@adventure-works.com,Low
10042981,22.0,no,features,3,Europe,UK,Premier,consumer,< 5000,True,True,False,Gabriella,Mitchell,gabriella34@adventure-works.com,Low
10040177,21.0,yes,speed,6,Europe,France,Premier,publisher,< 5000,True,False,True,Craig,Ramos,craig16@adventure-works.com,Low
10041434,15.0,yes,speed,9,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Elijah,Perez,elijah32@adventure-works.com,Low
10037112,21.0,yes,features,5,Europe,UK,Basic,consumer,5000 - 50000,True,True,False,Edward,Hernandez,edward48@adventure-works.com,High
10015060,4.0,yes,reliability,2,Europe,UK,Premier,consumer,5000 - 50000,True,True,False,Kyle,Edwards,kyle31@adventure-works.com,High
10040994,29.0,no,price,6,Europe,UK,Premier,consumer,5000 - 50000,True,True,True,Felicia,Diaz,felicia3@adventure-works.com,Low
10015196,8.0,yes,features,2,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Gavin,Griffin,gavin19@adventure-works.com,High
10042535,5.0,yes,usability,4,Europe,France,Premier,consumer,< 5000,True,False,False,Erick,Lopez,erick16@adventure-works.com,Low
10037166,11.0,no,reliability,7,Europe,France,Premier,consumer,< 5000,True,False,False,Brooke,Sanders,brooke3@adventure-works.com,High
10003708,0.0,yes,reliability,1,Europe,UK,Premier,publisher,> 50000,True,False,True,Evelyn,Kapoor,evelyn1@adventure-works.com,High
10009966,19.0,yes,services,0,Europe,UK,Premier,publisher,5000 - 50000,True,False,True,Virginia,Madan,virginia9@adventure-works.com,High
10030900,18.0,yes,price,0,Europe,Germany,Basic,consumer,5000 - 50000,True,True,True,Kristin,Shan,kristin11@adventure-works.com,High
10018173,29.0,yes,features,2,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Richard,Bradley,richard57@adventure-works.com,High
10042870,8.0,no,speed,6,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Shawn,She,shawn2@adventure-works.com,Low
10017459,9.0,no,services,1,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Dana,Muñoz,dana23@adventure-works.com,High
10040869,13.0,no,features,8,Europe,UK,Premier,consumer,< 5000,True,False,False,Katherine,Richardson,katherine13@adventure-works.com,Low
10042530,36.0,yes,price,7,Europe,UK,Premier,consumer,< 5000,True,True,True,Colleen,Zhang,colleen0@adventure-works.com,Low
10002558,18.0,no,services,3,Europe,UK,Premier,publisher,5000 - 50000,True,True,False,Karen,Lu,karen21@adventure-works.com,High
10045059,12.0,yes,navigation,9,Europe,UK,Basic,consumer,5000 - 50000,False,True,False,Warren,Yuan,warren15@adventure-works.com,Low
10040017,6.0,yes,features,8,Europe,UK,Premier,publisher,< 5000,True,False,False,Gina,Hernandez,gina4@adventure-works.com,Low
10014974,19.0,yes,speed,0,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Noah,Jai,noah26@adventure-works.com,High
10042733,17.0,no,speed,2,Europe,France,Premier,consumer,5000 - 50000,False,True,False,Dalton,White,dalton12@adventure-works.com,Low
10043090,3.0,no,reliability,9,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Gabrielle,Gonzalez,gabrielle52@adventure-works.com,Low
10011410,10.0,no,support,2,Europe,UK,Premier,publisher,5000 - 50000,True,False,True,Cassandra,Arthur,cassandra7@adventure-works.com,High
10043422,20.0,no,usability,8,Europe,France,Premier,consumer,< 5000,True,False,False,Edward,Perry,edward56@adventure-works.com,Low
10006778,3.0,yes,features,2,Europe,UK,Premier,publisher,5000 - 50000,True,True,True,Kari,Prasad,kari10@adventure-works.com,High
10044353,3.0,no,reliability,8,Europe,UK,Premier,consumer,< 5000,True,False,False,Miguel,Gonzalez,miguel34@adventure-works.com,Low
10027812,6.0,yes,speed,0,Europe,France,Basic,consumer,< 5000,True,False,False,Sierra,Carter,sierra10@adventure-works.com,High
10040334,23.0,no,security,9,Europe,UK,Basic,publisher,> 50000,True,False,True,Anna,Brooks,anna23@adventure-works.com,Low
10045015,50.0,no,security,8,Europe,Germany,Premier,consumer,> 50000,True,False,True,Sydney,Walker,sydney85@adventure-works.com,Low
10040603,,yes,price,5,Europe,Germany,Premier,consumer,< 5000,True,False,False,Luke,Carter,luke42@adventure-works.com,Low
10018319,2.0,no,security,8,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Alvin,Pal,alvin34@adventure-works.com,High
10015393,14.0,yes,services,1,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Donald,Raman,donald13@adventure-works.com,High
10041148,9.0,yes,reliability,9,Europe,UK,Premier,consumer,< 5000,True,False,True,Jillian,Suri,jillian1@adventure-works.com,Low
10043686,14.0,no,speed,5,Europe,France,Premier,consumer,5000 - 50000,True,True,True,Lindsay,Jai,lindsay11@adventure-works.com,Low
10040089,29.0,yes,reliability,9,Europe,UK,Premier,publisher,5000 - 50000,True,False,False,Devon,Goel,devon16@adventure-works.com,Low
10040351,,yes,price,9,Europe,UK,Premier,publisher,< 5000,True,True,True,Marvin,Ferrier,marvin9@adventure-works.com,Low
10018520,26.0,no,speed,9,Europe,UK,Premier,consumer,< 5000,True,True,True,Jennifer,Russell,jennifer93@adventure-works.com,High
10044083,23.0,no,features,9,Europe,France,Premier,consumer,< 5000,True,False,True,Richard,Young,richard19@adventure-works.com,Low
10006544,2.0,yes,reliability,9,Europe,UK,Basic,publisher,5000 - 50000,True,True,True,Eduardo,Rogers,eduardo86@adventure-works.com,High
10042156,25.0,no,design,5,Europe,UK,Premier,consumer,< 5000,True,False,False,Teresa,Torres,teresa12@adventure-works.com,Low
10024569,4.0,no,design,2,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Edwin,Deng,edwin23@adventure-works.com,High
10042111,2.0,no,speed,1,Europe,France,Premier,consumer,5000 - 50000,False,True,False,Sara,Evans,sara25@adventure-works.com,Low
10008980,21.0,no,support,2,Europe,France,Premier,publisher,5000 - 50000,True,False,False,Alexandra,Carter,alexandra52@adventure-works.com,High
10041577,37.0,no,price,0,Europe,UK,Basic,consumer,< 5000,True,False,True,Karl,Sharma,karl10@adventure-works.com,Low
10040856,23.0,no,speed,2,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Jasmine,Russell,jasmine59@adventure-works.com,Low
10041251,14.0,yes,navigation,9,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Eugene,Li,eugene7@adventure-works.com,Low
10003569,8.0,yes,price,2,Europe,UK,Premier,publisher,5000 - 50000,True,True,True,Kristopher,Rodriguez,kristopher18@adventure-works.com,High
10021811,1.0,no,design,1,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Kyle,Butler,kyle9@adventure-works.com,High
10011355,4.0,no,price,7,Europe,UK,Premier,publisher,5000 - 50000,True,False,False,Logan,Jones,logan52@adventure-works.com,High
10043436,26.0,no,speed,6,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Jeremiah,Gonzalez,jeremiah19@adventure-works.com,Low
10005914,15.0,yes,speed,0,Europe,France,Basic,publisher,5000 - 50000,True,False,False,Alexandra,Campbell,alexandra49@adventure-works.com,High
10014398,22.0,no,design,0,Europe,UK,Basic,consumer,5000 - 50000,True,True,True,Thomas,Jones,thomas63@adventure-works.com,High
10044313,16.0,yes,features,5,Europe,France,Premier,consumer,5000 - 50000,True,False,True,Samantha,Bryant,samantha40@adventure-works.com,Low
10042263,15.0,yes,price,7,Europe,Spain,Premier,consumer,5000 - 50000,True,False,False,Roger,Xu,roger17@adventure-works.com,Low
10041164,28.0,no,speed,5,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Isaiah,Reed,isaiah20@adventure-works.com,Low
10034753,33.0,yes,price,6,Europe,UK,Basic,administrator,< 5000,True,False,False,Victoria,Lee,victoria21@adventure-works.com,High
10044044,11.0,no,navigation,6,Europe,UK,Premier,consumer,5000 - 50000,False,True,False,Andre,Mehta,andre14@adventure-works.com,Low
10016522,7.0,yes,reliability,0,Europe,UK,Premier,consumer,< 5000,True,True,True,Madeline,Carter,madeline10@adventure-works.com,High
10033679,12.0,yes,usability,0,Europe,UK,Premier,consumer,< 5000,True,True,False,Alyssa,Rivera,alyssa34@adventure-works.com,High
10010790,17.0,no,price,4,Europe,Germany,Premier,publisher,5000 - 50000,True,True,False,James,Diaz,james37@adventure-works.com,High
10030705,11.0,no,speed,4,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Leonard,Rai,leonard19@adventure-works.com,High
10040611,9.0,yes,speed,9,Europe,France,Premier,consumer,< 5000,True,True,True,Eric,Simmons,eric22@adventure-works.com,Low
10009106,9.0,yes,speed,2,Europe,France,Premier,publisher,< 5000,True,True,False,Amber,Hall,amber22@adventure-works.com,High
10024131,21.0,yes,speed,4,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Anna,Alexander,anna44@adventure-works.com,High
10044234,29.0,no,navigation,5,Europe,UK,Premier,publisher,< 5000,False,False,True,Mandy,Huang,mandy7@adventure-works.com,Low
10041481,42.0,no,security,7,Europe,Germany,Premier,consumer,5000 - 50000,True,False,False,Madeline,Perez,madeline12@adventure-works.com,Low
10042918,18.0,yes,reliability,9,Europe,UK,Premier,consumer,< 5000,True,False,False,Connor,Edwards,connor30@adventure-works.com,Low
10041128,10.0,yes,speed,5,Europe,France,Premier,administrator,5000 - 50000,True,False,True,Candace,Van,candace3@adventure-works.com,Low
10040434,27.0,yes,reliability,5,Europe,Germany,Premier,consumer,5000 - 50000,True,False,False,Logan,Adams,logan42@adventure-works.com,Low
10026037,20.0,yes,speed,2,Europe,France,Premier,administrator,5000 - 50000,True,True,False,Alex,Roberts,alex32@adventure-works.com,High
10043276,46.0,no,security,0,Europe,Germany,Premier,administrator,> 50000,True,False,True,Deborah,Kumar,deborah12@adventure-works.com,Low
10009542,28.0,yes,reliability,2,Europe,UK,Premier,publisher,5000 - 50000,True,False,True,Hailey,Green,hailey54@adventure-works.com,High
10043656,41.0,no,speed,1,Europe,France,Premier,consumer,5000 - 50000,True,True,True,Pedro,Subram,pedro13@adventure-works.com,Low
10026502,28.0,no,features,8,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Nicole,Gray,nicole41@adventure-works.com,High
10043000,6.0,no,services,5,Europe,France,Premier,consumer,< 5000,True,False,False,Alexandria,Flores,alexandria12@adventure-works.com,Low
10007073,14.0,yes,price,1,Europe,UK,Premier,publisher,5000 - 50000,True,False,False,Robert,Chen,robert37@adventure-works.com,High
10009725,27.0,yes,design,4,Europe,France,Premier,publisher,5000 - 50000,True,True,True,Linda,Romero,linda24@adventure-works.com,High
10044435,1.0,no,services,9,Europe,UK,Premier,consumer,5000 - 50000,True,True,True,Darren,Townsend,darren34@adventure-works.com,Low
10032370,3.0,yes,navigation,0,Europe,France,Premier,consumer,< 5000,True,False,False,Joy,Romero,joy10@adventure-works.com,High
10001656,24.0,yes,reliability,3,Europe,UK,Premier,publisher,5000 - 50000,False,False,True,Blake,Roberts,blake40@adventure-works.com,High
10020104,22.0,yes,design,1,Europe,France,Premier,consumer,> 50000,True,False,False,Maurice,Lal,maurice9@adventure-works.com,High
10042032,19.0,yes,price,9,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Isabella,Griffin,isabella31@adventure-works.com,Low
10045037,,no,usability,9,Europe,UK,Premier,consumer,< 5000,True,False,True,Thomas,Hall,thomas84@adventure-works.com,Low
10041685,12.0,no,support,7,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Alexia,Henderson,alexia5@adventure-works.com,Low
10005526,4.0,no,reliability,0,Europe,UK,Premier,publisher,5000 - 50000,True,False,False,Arthur,Perez,arthur22@adventure-works.com,High
10006674,4.0,yes,services,0,Europe,France,Premier,publisher,< 5000,True,False,False,Kevin,Wang,kevin27@adventure-works.com,High
10037099,3.0,no,speed,3,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Amanda,Rivera,amanda7@adventure-works.com,High
10001392,9.0,yes,speed,3,Europe,France,Premier,publisher,< 5000,True,False,False,Nichole,Nath,nichole18@adventure-works.com,High
10013380,3.0,no,price,3,Europe,UK,Premier,consumer,5000 - 50000,True,True,False,Maurice,Yuan,maurice7@adventure-works.com,High
10043520,7.0,yes,features,6,Europe,UK,Basic,consumer,5000 - 50000,True,True,True,Julia,Howard,julia56@adventure-works.com,Low
10040278,12.0,no,security,9,Europe,Spain,Premier,publisher,5000 - 50000,True,True,True,Jon,Zeng,jon42@adventure-works.com,Low
10006926,14.0,yes,services,4,Europe,UK,Premier,publisher,5000 - 50000,True,False,False,Carolyn,Ramos,carolyn38@adventure-works.com,High
10018377,19.0,no,speed,1,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Rebekah,Carlson,rebekah38@adventure-works.com,High
10044586,17.0,no,features,8,Europe,France,Premier,consumer,5000 - 50000,False,True,False,Mitchell,Rai,mitchell15@adventure-works.com,Low
10003661,22.0,yes,price,0,Europe,Germany,Premier,publisher,5000 - 50000,True,False,True,Jade,Ward,jade9@adventure-works.com,High
10022848,58.0,no,reliability,2,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Aidan,Bryant,aidan19@adventure-works.com,High
10041663,4.0,no,speed,5,Europe,France,Premier,consumer,< 5000,True,True,True,Bruce,Gomez,bruce23@adventure-works.com,Low
10040421,10.0,no,design,9,Europe,France,Basic,consumer,> 50000,True,True,True,Jesse,Scott,jesse37@adventure-works.com,Low
10011818,46.0,yes,speed,8,Europe,Spain,Premier,publisher,5000 - 50000,True,False,False,Janet,Ruiz,janet7@adventure-works.com,High
10043208,8.0,no,speed,7,Europe,France,Premier,consumer,< 5000,False,True,False,Dustin,Luo,dustin5@adventure-works.com,Low
10041010,6.0,no,navigation,5,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Bryant,Perez,bryant20@adventure-works.com,Low
10042047,6.0,no,support,0,Europe,UK,Premier,consumer,< 5000,True,False,False,Natalie,Carter,natalie53@adventure-works.com,Low
10044870,48.0,no,speed,3,Europe,France,Premier,administrator,5000 - 50000,True,False,False,Steve,Chen,steve6@adventure-works.com,Low
10044650,41.0,no,features,6,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Emily,Bennett,emily26@adventure-works.com,Low
10039674,8.0,no,price,0,Europe,UK,Premier,publisher,5000 - 50000,True,True,True,Kaitlyn,Peterson,kaitlyn61@adventure-works.com,High
10011116,8.0,no,speed,3,Europe,Spain,Premier,publisher,5000 - 50000,True,False,False,Robert,Lopez,robert76@adventure-works.com,High
10044683,2.0,no,support,6,Europe,France,Premier,consumer,< 5000,True,False,True,Rafael,Rai,rafael41@adventure-works.com,Low
10041597,15.0,yes,navigation,6,Europe,France,Premier,consumer,< 5000,True,False,False,Meghan,Ruiz,meghan1@adventure-works.com,Low
10043083,11.0,no,usability,5,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Karen,Xu,karen22@adventure-works.com,Low
10041541,42.0,no,security,5,Europe,France,Premier,consumer,5000 - 50000,False,False,True,Thomas,Wilson,thomas67@adventure-works.com,Low
10043231,17.0,no,speed,5,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Julia,Flores,julia78@adventure-works.com,Low
10036697,15.0,yes,features,0,Europe,UK,Basic,consumer,5000 - 50000,True,False,True,Jodi,Luo,jodi6@adventure-works.com,High
10040033,22.0,yes,price,5,Europe,UK,Premier,publisher,< 5000,False,False,True,Samuel,Diaz,samuel21@adventure-works.com,Low
10033586,25.0,yes,speed,1,Europe,Germany,Premier,administrator,5000 - 50000,True,False,False,Ana,Wood,ana2@adventure-works.com,High
10011220,3.0,yes,design,0,Europe,France,Premier,publisher,5000 - 50000,True,False,False,Brandon,Sharma,brandon27@adventure-works.com,High
10012686,13.0,no,services,2,Europe,UK,Premier,consumer,< 5000,True,False,False,Rachel,Murphy,rachel35@adventure-works.com,High
10041368,15.0,no,navigation,3,Europe,Spain,Premier,consumer,> 50000,True,False,False,Samuel,Roberts,samuel34@adventure-works.com,Low
10006341,11.0,yes,features,9,Europe,France,Premier,publisher,< 5000,True,False,False,Andy,Alonso,andy12@adventure-works.com,High
10028964,21.0,yes,services,3,Europe,Spain,Premier,consumer,< 5000,True,False,False,Alfredo,Martin,alfredo1@adventure-works.com,High
10040949,40.0,no,price,5,Europe,Germany,Premier,consumer,5000 - 50000,True,False,False,April,Raji,april17@adventure-works.com,Low
10039909,25.0,no,reliability,7,Europe,France,Premier,consumer,< 5000,True,False,True,Brittany,Hayes,brittany21@adventure-works.com,High
10040769,2.0,no,speed,5,Europe,France,Premier,consumer,5000 - 50000,True,True,True,Riley,Simmons,riley13@adventure-works.com,Low
10042591,16.0,yes,reliability,4,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Andres,Lal,andres5@adventure-works.com,Low
10001935,5.0,yes,speed,2,Europe,France,Premier,publisher,< 5000,True,False,False,Robert,Hill,robert54@adventure-works.com,High
10035717,29.0,yes,services,3,Europe,UK,Premier,administrator,< 5000,True,False,False,Patrick,Richardson,patrick14@adventure-works.com,High
10038559,22.0,no,usability,8,Europe,Spain,Premier,consumer,< 5000,False,True,False,Meredith,Madan,meredith6@adventure-works.com,High
10043364,8.0,no,price,7,Europe,Germany,Premier,administrator,5000 - 50000,True,True,True,Eduardo,Rodriguez,eduardo19@adventure-works.com,Low
10041419,14.0,no,speed,8,Europe,France,Premier,administrator,5000 - 50000,True,False,True,Linda,Munoz,linda22@adventure-works.com,Low
10037431,14.0,no,services,0,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Alisha,Beck,alisha45@adventure-works.com,High
10030566,22.0,yes,design,2,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Jonathan,Williams,jonathan63@adventure-works.com,High
10030910,27.0,yes,design,2,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Mathew,Ferrier,mathew4@adventure-works.com,High
10033311,26.0,yes,price,0,Europe,UK,Premier,consumer,< 5000,True,False,False,Karla,Nara,karla18@adventure-works.com,High
10043104,14.0,no,features,9,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Glenn,Ye,glenn10@adventure-works.com,Low
10017294,8.0,no,speed,4,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Alexis,Jenkins,alexis29@adventure-works.com,High
10037826,,yes,speed,2,Europe,France,Premier,consumer,< 5000,True,False,False,Jordan,Coleman,jordan2@adventure-works.com,High
10038449,41.0,no,security,0,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Victor,Diaz,victor4@adventure-works.com,High
10040674,1.0,yes,navigation,9,Europe,Germany,Premier,consumer,5000 - 50000,True,False,False,Kate,Jai,kate9@adventure-works.com,Low
10040859,4.0,no,speed,9,Europe,France,Premier,consumer,< 5000,True,False,False,Kyle,Hayes,kyle18@adventure-works.com,Low
10045159,17.0,yes,reliability,6,Europe,UK,Basic,consumer,5000 - 50000,True,False,True,Keith,Chande,keith18@adventure-works.com,Low
10041317,17.0,no,services,5,Europe,UK,Premier,consumer,> 50000,True,False,False,Stephanie,Gonzalez,stephanie62@adventure-works.com,Low
10012249,26.0,yes,features,1,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Tasha,Nara,tasha17@adventure-works.com,High
10043584,52.0,no,security,7,Europe,UK,Premier,consumer,5000 - 50000,False,False,True,Daniel,Weisman,daniel4@adventure-works.com,Low
10005711,1.0,yes,reliability,1,Europe,UK,Premier,publisher,> 50000,True,True,False,Jorge,Zhao,jorge12@adventure-works.com,High
10044896,15.0,no,speed,9,Europe,France,Premier,consumer,5000 - 50000,False,False,True,Carmen,Prasad,carmen12@adventure-works.com,Low
10008044,27.0,yes,price,2,Europe,Germany,Premier,publisher,5000 - 50000,True,False,True,Cesar,Rana,cesar10@adventure-works.com,High
10040395,16.0,no,services,6,Europe,UK,Premier,consumer,< 5000,True,True,False,Emmanuel,Patel,emmanuel3@adventure-works.com,Low
10023499,14.0,yes,services,0,Europe,UK,Premier,consumer,> 50000,True,False,False,Jessica,Cooper,jessica11@adventure-works.com,High
10042988,20.0,no,price,5,Europe,Germany,Premier,administrator,5000 - 50000,True,False,False,Ashley,Bryant,ashley45@adventure-works.com,Low
10007588,,yes,features,0,Europe,UK,Premier,publisher,< 5000,True,False,False,Isabella,Rogers,isabella84@adventure-works.com,High
10044460,19.0,no,reliability,8,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Tamara,Johnston,tamara22@adventure-works.com,Low
10045066,0.0,yes,reliability,5,Europe,UK,Premier,consumer,< 5000,True,False,False,Xavier,Evans,xavier40@adventure-works.com,Low
10034842,,yes,reliability,0,Europe,UK,Premier,consumer,< 5000,True,False,False,Devon,Shen,devon1@adventure-works.com,High
10040989,12.0,no,price,9,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Lucas,Moore,lucas21@adventure-works.com,Low
10028106,21.0,no,speed,3,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Jerome,Suarez,jerome18@adventure-works.com,High
10041810,13.0,yes,price,9,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Haley,Gray,haley15@adventure-works.com,Low
10044821,59.0,no,security,7,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Jacqueline,Gray,jacqueline30@adventure-works.com,Low
10008785,13.0,no,governance,0,Europe,Spain,Premier,publisher,< 5000,True,False,False,Olivia,Ramirez,olivia42@adventure-works.com,High
10032441,5.0,yes,reliability,3,Europe,UK,Premier,consumer,> 50000,True,False,True,Anna,Howard,anna16@adventure-works.com,High
10043426,5.0,no,price,6,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Jason,Collins,jason32@adventure-works.com,Low
10009290,14.0,no,speed,1,Europe,France,Premier,publisher,> 50000,True,False,True,Austin,Simmons,austin11@adventure-works.com,High
10038968,8.0,no,support,1,Europe,France,Premier,consumer,> 50000,True,False,False,Rafael,Raje,rafael38@adventure-works.com,High
10042375,25.0,yes,price,9,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Colleen,Zhao,colleen10@adventure-works.com,Low
10001844,,yes,design,3,Europe,France,Basic,publisher,5000 - 50000,True,False,True,Gerald,Gonzalez,gerald4@adventure-works.com,High
10030772,5.0,yes,reliability,3,Europe,Germany,Premier,consumer,5000 - 50000,True,False,False,Eduardo,Evans,eduardo42@adventure-works.com,High
10010989,6.0,no,price,1,Europe,UK,Premier,publisher,5000 - 50000,True,False,False,Erik,Jimenez,erik7@adventure-works.com,High
10041877,22.0,no,speed,9,Europe,France,Premier,consumer,< 5000,True,False,False,Cassidy,Ross,cassidy4@adventure-works.com,Low
10043497,47.0,no,features,3,Europe,UK,Premier,consumer,> 50000,True,False,False,Chloe,Mitchell,chloe8@adventure-works.com,Low
10038520,17.0,yes,other,0,Europe,Spain,Premier,consumer,5000 - 50000,True,False,True,Bruce,Torres,bruce33@adventure-works.com,High
10040805,5.0,no,speed,6,Europe,France,Premier,consumer,> 50000,True,False,False,Dennis,Li,dennis4@adventure-works.com,Low
10014298,23.0,yes,price,2,Europe,UK,Basic,administrator,5000 - 50000,True,False,False,Cedric,He,cedric18@adventure-works.com,High
10033765,25.0,yes,services,1,Europe,UK,Premier,consumer,> 50000,True,False,False,Ian,Alexander,ian59@adventure-works.com,High
10001111,9.0,yes,price,0,Europe,Germany,Premier,publisher,< 5000,True,False,False,Jacqueline,Gonzales,jacqueline18@adventure-works.com,High
10040951,6.0,no,features,8,Europe,UK,Premier,consumer,< 5000,True,True,True,Juan,Sanz,juan7@adventure-works.com,Low
10002419,26.0,yes,reliability,2,Europe,UK,Premier,publisher,5000 - 50000,True,False,False,Lauren,Coleman,lauren53@adventure-works.com,High
10020645,23.0,no,speed,3,Europe,France,Basic,consumer,< 5000,True,False,False,Jose,Moore,jose68@adventure-works.com,High
10043453,29.0,no,reliability,5,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Blake,Davis,blake4@adventure-works.com,Low
10043500,49.0,no,other,7,Europe,Germany,Premier,administrator,> 50000,False,False,True,Nathan,Patterson,nathan6@adventure-works.com,Low
10001174,29.0,no,price,2,Europe,UK,Premier,publisher,5000 - 50000,True,False,False,Charles,Phillips,charles42@adventure-works.com,High
10032344,4.0,yes,services,4,Europe,UK,Premier,consumer,< 5000,True,False,False,Douglas,Garcia,douglas19@adventure-works.com,High
10037687,29.0,no,price,3,Europe,Germany,Premier,consumer,< 5000,True,False,False,Blake,Green,blake32@adventure-works.com,High
10042091,2.0,no,reliability,8,Europe,UK,Basic,consumer,< 5000,True,False,True,Natalie,Patterson,natalie33@adventure-works.com,Low
10035888,10.0,yes,services,5,Europe,Spain,Premier,consumer,5000 - 50000,True,False,False,Whitney,Raman,whitney11@adventure-works.com,High
10040840,14.0,no,speed,5,Europe,France,Premier,consumer,5000 - 50000,False,True,False,Fernando,Clark,fernando17@adventure-works.com,Low
10041603,23.0,no,speed,7,Europe,France,Premier,consumer,< 5000,True,False,False,Sheila,Martin,sheila0@adventure-works.com,Low
10009748,1.0,no,reliability,2,Europe,UK,Basic,publisher,< 5000,True,False,False,Stephanie,Watson,stephanie24@adventure-works.com,High
10044219,13.0,no,speed,9,Europe,France,Premier,consumer,5000 - 50000,True,True,False,Ricky,Sanz,ricky21@adventure-works.com,Low
10044293,3.0,yes,support,6,Europe,France,Basic,consumer,< 5000,True,False,False,Colleen,Xu,colleen12@adventure-works.com,Low
10044937,7.0,no,reliability,6,Europe,France,Basic,publisher,< 5000,True,True,False,Anna,Cox,anna15@adventure-works.com,Low
10043035,8.0,no,speed,5,Europe,France,Premier,consumer,< 5000,True,False,False,Adrienne,Alvarez,adrienne4@adventure-works.com,Low
10040799,10.0,no,reliability,6,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Gilbert,Xie,gilbert24@adventure-works.com,Low
10040926,27.0,yes,speed,5,Europe,France,Premier,consumer,> 50000,True,False,False,Clayton,Liang,clayton15@adventure-works.com,Low
10041133,28.0,yes,price,0,Europe,UK,Basic,consumer,5000 - 50000,True,False,True,Carl,Anand,carl21@adventure-works.com,Low
10037158,46.0,no,usability,1,Europe,UK,Premier,consumer,< 5000,True,False,True,Carson,Bryant,carson17@adventure-works.com,High
10034579,5.0,yes,speed,3,Europe,France,Basic,consumer,> 50000,True,False,True,Spencer,Flores,spencer14@adventure-works.com,High
10025267,0.0,no,services,2,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Tracy,Jai,tracy10@adventure-works.com,High
10000577,28.0,yes,features,9,Europe,UK,Premier,publisher,< 5000,True,True,True,Janet,Serrano,janet22@adventure-works.com,High
10033185,25.0,yes,services,2,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Francisco,Garcia,francisco16@adventure-works.com,High
10041058,18.0,yes,features,6,Europe,UK,Premier,publisher,5000 - 50000,False,True,True,Troy,Mehta,troy15@adventure-works.com,Low
10027780,15.0,yes,speed,2,Europe,France,Premier,consumer,5000 - 50000,True,True,False,Morgan,Diaz,morgan91@adventure-works.com,High
